"Population by Educational Attainment","Number"
"Beginners",""
"Female","113"
"Male","137"
"","250"
"Graduate and Equivalent",""
"Female","34"
"Male","96"
"","130"
"Intermediate and Equivalent",""
"Female","348"
"Male","373"
"","721"
"Level not Stated",""
"Female","11"
"Male","15"
"","26"
"Lower Secondary (Class 6-8)",""
"Female","901"
"Male","1035"
"","1936"
"Non Formal Education",""
"Female","196"
"Male","237"
"","433"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","32"
"","33"
"Primary Education (1-5 Class)",""
"Female","2093"
"Male","2365"
"","4458"
"Secondary Level (Class 9-10)",""
"Female","567"
"Male","637"
"","1204"
"SLC and Equivalent",""
"Female","526"
"Male","536"
"","1062"
